Timestamp;accX;accY;accZ;batteryPercent;isCharging;isUsbCharge;isAcCharge;
1398349346515;0.040861044;0.21792556;9.861132;1.0;false;false;false;
1398349346547;0.040861044;0.21792556;9.861132;1.0;false;false;false;
1398349346553;0.040861044;0.21792556;9.861132;1.0;false;false;false;
1398349376483;0.027240695;0.23154591;9.80665;1.0;false;false;false;
1398349406493;0.013620348;0.24516626;9.861132;1.0;false;false;false;
1398349437399;0.013620348;0.24516626;9.861132;1.0;false;false;false;
1398349437410;0.05448139;0.21792556;9.820271;1.0;false;false;false;
1398349437417;0.05448139;0.21792556;9.820271;1.0;false;false;false;
1398349466051;0.05448139;0.21792556;9.80665;1.0;false;false;false;
1398349497403;0.040861044;0.24516626;9.80665;1.0;false;false;false;
1398349497423;0.05448139;0.21792556;9.80665;1.0;false;false;false;
1398349497425;0.05448139;0.21792556;9.80665;1.0;false;false;false;
1398349526479;0.013620348;0.21792556;9.833891;1.0;false;false;false;
1398349556471;0.05448139;0.20430522;9.820271;1.0;false;false;false;
1398349586480;0.05448139;0.21792556;9.861132;1.0;false;false;false;
1398349616506;0.08172209;0.23154591;9.80665;1.0;false;false;false;
1398349646494;0.08172209;0.21792556;9.80665;1.0;false;false;false;
1398349676050;0.013620348;0.20430522;9.888372;1.0;false;false;false;
1398349706467;0.013620348;0.20430522;9.901993;1.0;false;false;false;
1398349736502;0.040861044;0.23154591;9.847511;1.0;false;false;false;
1398349766638;0.027240695;0.20430522;9.861132;1.0;false;false;false;
1398349796481;0.027240695;0.21792556;9.765789;1.0;false;false;false;
1398349826050;-0.027240695;0.32688835;9.847511;1.0;false;false;false;
1398349856055;-0.040861044;0.313268;9.847511;1.0;false;false;false;
1398349887412;-0.05448139;0.29964766;9.820271;1.0;false;false;false;
1398349887553;-0.06810174;0.3405087;9.861132;1.0;false;false;false;
1398349916457;-0.05448139;0.32688835;9.833891;1.0;false;false;false;
1398349946082;-0.027240695;0.313268;9.847511;1.0;false;false;false;
1398349976442;-0.040861044;0.32688835;9.861132;1.0;false;false;false;
1398350007482;-0.05448139;0.313268;9.79303;1.0;false;false;false;
1398350007497;-0.040861044;0.313268;9.765789;1.0;false;false;false;
1398350007500;-0.040861044;0.313268;9.765789;1.0;false;false;false;
1398350036465;-0.05448139;0.2860273;9.833891;1.0;false;false;false;
1398350066580;-0.05448139;0.32688835;9.888372;1.0;false;false;false;
1398350096456;0.095342435;0.06810174;9.833891;1.0;false;false;false;
1398350126478;9.724928;-0.667397;-0.47671217;1.0;false;false;false;
1398350156544;10.61025;-2.192876;-0.21792556;1.0;false;false;false;
1398350186610;9.41166;-2.9283748;0.17706452;1.0;false;false;false;
1398350216176;9.956474;-1.2803127;-0.19068487;0.99;false;false;false;
1398350246430;9.602345;-2.2064962;-0.027240695;0.99;false;false;false;
1398350276442;9.670447;-1.9885708;-0.027240695;0.99;false;false;false;
1398350306464;10.310603;-1.8659877;0.2860273;0.99;false;false;false;
1398350336949;9.643207;-1.8387469;0.40861043;0.99;false;false;false;
1398350366049;10.119919;-2.0566726;-1.8932283;0.99;false;false;false;
1398350396443;9.357179;-3.2825038;-0.55843425;0.99;false;false;false;
1398350426501;9.615966;-1.9885708;0.3677494;0.99;false;false;false;
1398350456185;3.3778462;-7.9270425;5.3800373;0.99;false;false;false;
1398350486123;-3.091819;-8.934948;2.969236;0.99;false;false;false;
1398350516079;9.302697;-0.12258313;0.21792556;0.99;false;false;false;
1398350546484;9.643207;-2.152015;-1.293933;0.99;false;false;false;
1398350576484;9.41166;-3.1463003;-0.19068487;0.99;false;false;false;
1398350606044;9.765789;-0.095342435;1.7434045;0.99;false;false;false;
1398350636079;8.689782;-1.1849703;0.40861043;0.99;false;false;false;
1398350666049;9.79303;-1.6480621;-0.5720546;0.99;false;false;false;
1398350696479;9.670447;-1.9340894;-0.40861043;0.99;false;false;false;
1398350726521;9.00305;-0.20430522;-1.0079057;0.99;false;false;false;
1398350756046;9.711308;0.027240695;-0.9670447;0.99;false;false;false;
1398350786480;9.820271;-0.7627395;-0.47671217;0.99;false;false;false;
1398350816509;9.125633;-0.50395286;-1.0623871;0.99;false;false;false;
1398350846507;9.970095;0.38136974;-1.4709976;0.99;false;false;false;
1398350876456;9.248216;-1.0896279;-0.6537767;0.99;false;false;false;
1398350906467;10.119919;1.4437568;-0.9942854;0.99;false;false;false;
1398350936047;8.989429;1.3756552;-1.0623871;0.99;false;false;false;
1398350966433;10.896278;-0.013620348;-0.23154591;0.99;false;false;false;
1398350996455;9.139254;1.4573772;-0.50395286;0.99;false;false;false;
1398351026051;10.882658;-0.6810174;-0.095342435;0.99;false;false;false;
1398351056044;7.6954966;0.29964766;-1.8115063;0.99;false;false;false;
1398351086081;11.645397;1.1849703;-1.5799603;0.98;false;false;false;
1398351116063;10.256122;2.3971813;-1.3620348;0.98;false;false;false;
1398351117459;8.444615;1.4709976;-1.2666923;0.98;false;false;false;
1398351117462;8.444615;1.4709976;-1.2666923;0.98;false;false;false;
1398351146668;9.452521;1.3620348;-0.313268;0.98;false;false;false;
1398351175984;8.866846;1.3756552;-1.5118586;0.98;false;false;false;
1398351206470;8.975809;0.35412905;-3.445948;0.98;false;false;false;
1398351236046;9.084772;1.8387469;-1.253072;0.98;false;false;false;
1398351266473;9.874752;0.8580819;-1.3484144;0.98;false;false;false;
1398351296473;7.9270425;1.3075534;-1.1168685;0.98;false;false;false;
1398351326475;9.956474;0.58567494;0.013620348;0.98;false;false;false;
1398351356623;9.615966;0.51757324;0.027240695;0.98;false;false;false;
1398351356632;9.452521;0.25878662;-0.040861044;0.98;false;false;false;
1398351386468;9.043911;0.14982383;-0.38136974;0.98;false;false;false;
1398351416034;10.3242235;0.25878662;-0.08172209;0.98;false;false;false;
1398351446407;11.400231;-0.54481393;-0.08172209;0.98;false;false;false;
1398351476439;8.717023;1.6208214;-0.21792556;0.98;false;false;false;
1398351506109;9.057531;0.05448139;0.08172209;0.98;false;false;false;
1398351536464;9.765789;0.23154591;-0.20430522;0.98;false;false;false;
1398351566516;9.520623;-3.0645783;-0.43585113;0.98;false;false;false;
1398351596451;9.643207;-0.24516626;-0.027240695;0.98;false;false;false;
1398351626511;10.923519;2.2064962;-0.10896278;0.98;false;false;false;
1398351656509;8.798744;1.6480621;-1.5935807;0.98;false;false;false;
1398351686474;9.41166;1.5799603;-0.13620348;0.98;false;false;false;
1398351716539;9.833891;1.1849703;-0.667397;0.98;false;false;false;
1398351746539;9.220976;2.2882185;-1.293933;0.98;false;false;false;
1398351776477;9.670447;3.568531;0.27240697;0.98;false;false;false;
1398351806077;9.248216;1.2394516;-2.669588;0.98;false;false;false;
1398351836502;9.343558;3.3097446;-1.6344417;0.98;false;false;false;
1398351866719;9.847511;1.8387469;0.29964766;0.98;false;false;false;
1398351896427;9.575105;1.0215261;-0.50395286;0.98;false;false;false;
1398351926061;8.975809;1.96133;-0.87170225;0.98;false;false;false;
1398351956471;8.4854765;1.3484144;-4.3176503;0.98;false;false;false;
1398351986485;8.3765135;-0.7627395;-4.385752;0.97;false;false;false;
1398352016068;8.185829;3.0781987;-1.0351465;0.97;false;false;false;
1398352046541;11.767981;1.4573772;0.16344418;0.97;false;false;false;
1398352076545;8.648921;2.969236;0.51757324;0.97;false;false;false;
1398352107451;9.329938;-1.0623871;-2.8330324;0.97;false;false;false;
1398352107470;9.425281;-1.0215261;-2.547005;0.97;false;false;false;
1398352107472;9.425281;-1.0215261;-2.547005;0.97;false;false;false;
1398352135994;8.7034025;-2.315459;-3.5412905;0.97;false;false;false;
1398352166056;9.820271;1.9477097;-0.06810174;0.97;false;false;false;
1398352197432;9.329938;-0.87170225;-0.46309182;0.97;false;false;false;
1398352197472;10.3242235;-0.12258313;0.19068487;0.97;false;false;false;
1398352197474;10.3242235;-0.12258313;0.19068487;0.97;false;false;false;
1398352226543;7.8317;1.0896279;2.2201166;0.97;false;false;false;
1398352256049;8.553578;1.5799603;-4.099725;0.97;false;false;false;
1398352286514;10.896278;4.6445384;0.5720546;0.97;false;false;false;
1398352317446;9.057531;0.6810174;-3.3506055;0.97;false;false;false;
1398352317463;9.057531;0.6810174;-3.3506055;0.97;false;false;false;
1398352317466;9.057531;0.6810174;-3.3506055;0.97;false;false;false;
1398352346560;8.7034025;4.195067;-0.19068487;0.97;false;false;false;
1398352377489;8.676162;0.9125633;-4.2223077;0.97;false;false;false;
1398352377499;8.676162;0.9125633;-4.2223077;0.97;false;false;false;
1398352377506;8.785124;1.2258313;-4.235928;0.97;false;false;false;
1398352406050;9.030291;3.214402;-0.040861044;0.97;false;false;false;
1398352436085;8.907707;2.5742457;-2.3563201;0.97;false;false;false;
1398352466051;9.534244;1.5390993;1.1168685;0.97;false;false;false;
1398352525404;9.547864;2.083913;-2.192876;0.97;false;false;false;
1398352525419;9.547864;2.083913;-2.192876;0.97;false;false;false;
1398352525424;8.635301;2.7104492;-0.2860273;0.97;false;false;false;
1398352526093;9.275456;2.383561;-0.2860273;0.97;false;false;false;
1398352556504;8.458236;3.4731886;-0.25878662;0.97;false;false;false;
1398352586513;9.684067;3.990762;0.027240695;0.97;false;false;false;
1398352616563;9.289077;1.2803127;-2.2882185;0.97;false;false;false;
1398352646563;9.507003;1.8115063;0.14982383;0.97;false;false;false;
1398352676552;9.861132;4.0861044;0.95342433;0.97;false;false;false;
1398352706483;8.934948;3.2280223;-0.46309182;0.97;false;false;false;
1398352737476;9.520623;3.0645783;-0.6537767;0.97;false;false;false;
1398352737492;8.962189;3.4595683;0.3405087;0.97;false;false;false;
1398352737493;8.962189;3.4595683;0.3405087;0.97;false;false;false;
1398352765988;9.643207;1.4982382;0.040861044;0.97;false;false;false;
1398352797432;8.717023;2.7104492;-1.3620348;0.97;false;false;false;
1398352826093;9.752169;2.8330324;-1.2394516;0.97;false;false;false;
1398352856497;9.125633;2.002191;0.24516626;0.97;false;false;false;
1398352886060;10.18802;2.7240696;-0.5720546;0.97;false;false;false;
1398352887537;8.5944395;1.7297841;-0.3677494;0.97;false;false;false;
1398352887539;8.5944395;1.7297841;-0.3677494;0.97;false;false;false;
1398352887539;8.5944395;1.7297841;-0.3677494;0.97;false;false;false;
1398352916049;9.534244;0.7354988;-0.06810174;0.97;false;false;false;
1398352943379;9.0983925;2.6968288;-1.1441092;0.97;false;false;false;
1398352943390;9.0983925;2.6968288;-1.1441092;0.97;false;false;false;
1398352946051;8.771504;3.5549107;-1.0623871;0.97;false;false;false;
1398352976065;9.507003;0.6401563;-0.095342435;0.96;false;false;false;
1398353007451;7.7908387;2.3018389;-1.2394516;0.96;false;false;false;
1398353007462;9.602345;2.2201166;-1.0079057;0.96;false;false;false;
1398353036076;11.836082;0.54481393;-1.0079057;0.96;false;false;false;
1398353066620;8.635301;2.6287272;-0.40861043;0.96;false;false;false;
1398353096051;9.493382;2.8330324;-0.47671217;0.96;false;false;false;
1398353126053;9.670447;2.5606253;-0.7899802;0.96;false;false;false;
1398353156478;7.763598;2.8330324;-0.29964766;0.96;false;false;false;
1398353187431;11.3321295;3.990762;-0.88532263;0.96;false;false;false;
1398353187448;10.637491;2.6423476;-0.88532263;0.96;false;false;false;
1398353187449;10.637491;2.6423476;-0.88532263;0.96;false;false;false;
1398353216053;9.275456;2.3699405;-0.24516626;0.96;false;false;false;
1398353246064;8.7034025;2.5742457;-0.81722087;0.96;false;false;false;
1398353276055;9.670447;3.2688835;-0.7354988;0.96;false;false;false;
1398353306083;7.872561;3.636633;-1.2394516;0.96;false;false;false;
1398353336049;9.2073555;2.4108016;-1.7706453;0.96;false;false;false;
1398353366056;9.507003;3.3642259;0.3405087;0.96;false;false;false;
1398353397407;9.139254;4.031623;-0.16344418;0.96;false;false;false;
1398353397421;9.833891;3.800077;0.29964766;0.96;false;false;false;
1398353397422;9.833891;3.800077;0.29964766;0.96;false;false;false;
1398353426429;7.8998017;2.3426998;-0.61291564;0.96;false;false;false;
1398353456523;8.158588;2.6423476;-0.53119355;0.96;false;false;false;
1398353486487;7.286886;3.6230125;0.20430522;0.96;false;false;false;
1398353516290;8.962189;3.2007818;0.08172209;0.96;false;false;false;
1398353547515;7.4503303;0.24516626;0.27240697;0.96;false;false;false;
1398353576523;9.547864;0.46309182;-0.24516626;0.96;false;false;false;
1398353606089;9.929234;1.6889231;0.12258313;0.96;false;false;false;
1398353636492;9.929234;2.2064962;-0.51757324;0.96;false;false;false;
1398353666011;9.41166;1.1304889;0.12258313;0.95;false;false;false;
1398353696506;11.005241;0.89894295;0.7899802;0.95;false;false;false;
1398353726098;9.343558;3.6093922;-1.1032481;0.95;false;false;false;
1398353756500;9.602345;2.002191;0.54481393;0.95;false;false;false;
1398353786589;9.220976;2.982856;-0.7763598;0.95;false;false;false;
1398353816036;9.847511;1.4028958;0.313268;0.95;false;false;false;
1398353845971;10.160779;1.4437568;0.027240695;0.95;false;false;false;
1398353876496;9.888372;3.7047346;-0.44947147;0.95;false;false;false;
1398353907052;8.3765135;1.2803127;-0.92618364;0.95;false;false;false;
1398353936476;9.248216;3.6911142;-0.40861043;0.95;false;false;false;
1398353966611;8.567199;2.6287272;-0.667397;0.95;false;false;false;
1398353996049;10.405946;2.3426998;0.58567494;0.95;false;false;false;
1398354026645;7.327747;0.2860273;0.5720546;0.95;false;false;false;
1398354056545;8.785124;0.10896278;0.21792556;0.95;false;false;false;
1398354086463;10.038197;0.7763598;0.89894295;0.95;false;false;false;
1398354116444;10.474048;0.87170225;0.53119355;0.95;false;false;false;
1398354146524;9.901993;-0.3949901;0.53119355;0.95;false;false;false;
1398354176044;9.180115;3.636633;0.50395286;0.95;false;false;false;
1398354206055;10.746454;-0.14982383;1.2394516;0.95;false;false;false;
1398354236071;10.869038;1.3756552;-0.47671217;0.95;false;false;false;
1398354266496;9.357179;3.3097446;0.54481393;0.95;false;false;false;
1398354296574;8.648921;1.1985906;0.24516626;0.95;false;false;false;
1398354326078;9.738548;1.1577295;1.6753027;0.95;false;false;false;
1398354356049;9.80665;0.24516626;-0.14982383;0.95;false;false;false;
1398354386043;9.343558;-1.920469;0.46309182;0.95;false;false;false;
1398354416483;9.166494;-1.1849703;-2.070293;0.95;false;false;false;
1398354446477;8.444615;-0.7627395;-1.2122109;0.95;false;false;false;
1398354477403;9.479762;-0.7899802;-0.6537767;0.95;false;false;false;
1398354477438;9.479762;-0.7899802;-0.6537767;0.95;false;false;false;
1398354477442;9.479762;-0.7899802;-0.6537767;0.95;false;false;false;
1398354506448;9.684067;-1.2258313;-0.84446156;0.95;false;false;false;
1398354536507;9.152874;-2.3971813;-2.4925237;0.95;false;false;false;
1398354566514;9.166494;-0.6946377;-1.8932283;0.95;false;false;false;
1398354596084;9.765789;-0.40861043;0.06810174;0.95;false;false;false;
1398354626048;-0.06810174;0.20430522;-9.629586;0.95;false;false;false;
1398354656496;-0.13620348;0.19068487;-9.656827;0.95;false;false;false;
1398354686046;-0.14982383;0.21792556;-9.602345;0.94;false;false;false;
1398354716443;-0.12258313;0.19068487;-9.602345;0.94;false;false;false;
1398354746487;-0.19068487;0.21792556;-9.615966;0.94;false;false;false;
1398354776453;-0.21792556;0.21792556;-9.561484;0.94;false;false;false;
1398354806048;-0.20430522;0.21792556;-9.588725;0.94;false;false;false;
1398354836035;-0.20430522;0.24516626;-9.588725;0.94;false;false;false;
1398354867483;-0.16344418;0.24516626;-9.561484;0.94;false;false;false;
1398354867496;-0.19068487;0.24516626;-9.602345;0.94;false;false;false;
1398354896051;-0.14982383;0.19068487;-9.629586;0.94;false;false;false;
1398354926048;-0.14982383;0.24516626;-9.615966;0.94;false;false;false;
1398354956017;-0.16344418;0.23154591;-9.602345;0.94;false;false;false;
1398354986041;-0.16344418;0.20430522;-9.602345;0.94;false;false;false;
1398355017467;-0.17706452;0.20430522;-9.643207;0.94;false;false;false;
1398355017482;-0.14982383;0.17706452;-9.615966;0.94;false;false;false;
1398355046158;-1.0896279;4.031623;8.948568;0.94;false;false;false;
