time,accAccuracy,accX,accY,accZ,lightAccuracy,light,magAccuracy,magX,magY,magZ,proxAccuracy,prox,gyrAccuracy,gyrX,gyrY,gyrZ,batteryPercent,isCharging,isUsbCharge,isAcCharge
1398901018908,,,,,0,10.0,,,,,,,,,,,,,,
1398901018808,,,,,,,2,50.76,-39.3,-19.8,,,,,,,,,,
1398901018234,,,,,,,,,,,0,5.0,,,,,,,,
1398901018863,,,,,,,,,,,,,0,-0.0015271631,0.003970624,-0.005497787,,,,
1398901018909,,,,,,,,,,,,,,,,,0.86,1,0,1
1398901048371,3,0.14982383,0.47671217,9.833891,,,,,,,,,,,,,,,,
1398901048414,,,,,0,10.0,,,,,,,,,,,,,,
1398901048372,,,,,,,2,50.76,-39.239998,-19.68,,,,,,,,,,
1398901048144,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901048414,,,,,,,,,,,,,,,,,0.87,1,0,1
1398901078308,3,0.17706452,0.46309182,9.765789,,,,,,,,,,,,,,,,
1398901078412,,,,,0,100.0,,,,,,,,,,,,,,
1398901078308,,,,,,,2,50.76,-39.18,-19.56,,,,,,,,,,
1398901078141,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901078412,,,,,,,,,,,,,,,,,0.87,1,0,1
1398901108363,3,0.13620348,0.44947147,9.833891,,,,,,,,,,,,,,,,
1398901108413,,,,,0,10.0,,,,,,,,,,,,,,
1398901108363,,,,,,,2,50.879997,-39.239998,-19.5,,,,,,,,,,
1398901108142,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901108413,,,,,,,,,,,,,,,,,0.87,1,0,1
1398901138365,3,0.17706452,0.42223078,9.80665,,,,,,,,,,,,,,,,
1398901138414,,,,,0,10.0,,,,,,,,,,,,,,
1398901138365,,,,,,,2,50.94,-39.18,-19.5,,,,,,,,,,
1398901138141,,,,,,,,,,,0,5.0,,,,,,,,
1398901138142,,,,,,,,,,,,,0,0.0,0.0,0.0,,,,
1398901138414,,,,,,,,,,,,,,,,,0.87,1,0,1
1398901168508,3,0.14982383,0.44947147,9.765789,,,,,,,,,,,,,,,,
1398901168610,,,,,0,10.0,,,,,,,,,,,,,,
1398901168508,,,,,,,2,50.94,-39.36,-19.439999,,,,,,,,,,
1398901168137,,,,,,,,,,,0,5.0,,,,,,,,
1398901168544,,,,,,,,,,,,,0,-0.0067195175,0.0033597588,-0.0030543262,,,,
1398901168611,,,,,,,,,,,,,,,,,0.87,1,0,1
1398901199308,3,0.12258313,0.46309182,9.765789,,,,,,,,,,,,,,,,
1398901199411,,,,,0,10.0,,,,,,,,,,,,,,
1398901199308,,,,,,,2,50.52,-39.36,-19.26,,,,,,,,,,
1398901198185,,,,,,,,,,,0,5.0,,,,,,,,
1398901199392,,,,,,,,,,,,,0,9.162979E-4,0.0036651916,-0.003970624,,,,
1398901199411,,,,,,,,,,,,,,,,,0.88,1,0,1
1398901230517,3,0.13620348,0.40861043,9.80665,,,,,,,,,,,,,,,,
1398901230620,,,,,0,10.0,,,,,,,,,,,,,,
1398901230517,,,,,,,2,50.82,-38.28,-18.119999,,,,,,,,,,
1398901228143,,,,,,,,,,,0,5.0,,,,,,,,
1398901230615,,,,,,,,,,,,,0,0.002443461,6.1086525E-4,-0.0076358155,,,,
1398901230620,,,,,,,,,,,,,,,,,0.88,1,0,1
1398901258376,3,0.14982383,0.43585113,9.779409,,,,,,,,,,,,,,,,
1398901258414,,,,,0,10.0,,,,,,,,,,,,,,
1398901258376,,,,,,,2,50.82,-38.1,-18.119999,,,,,,,,,,
1398901258142,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901258414,,,,,,,,,,,,,,,,,0.88,1,0,1
1398901288375,3,0.10896278,0.44947147,9.765789,,,,,,,,,,,,,,,,
1398901288413,,,,,0,10.0,,,,,,,,,,,,,,
1398901288375,,,,,,,2,50.82,-38.219997,-18.0,,,,,,,,,,
1398901288140,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901288414,,,,,,,,,,,,,,,,,0.88,1,0,1
1398901318373,3,0.12258313,0.47671217,9.833891,,,,,,,,,,,,,,,,
1398901318414,,,,,0,100.0,,,,,,,,,,,,,,
1398901318373,,,,,,,2,50.82,-38.16,-18.119999,,,,,,,,,,
1398901318143,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901318414,,,,,,,,,,,,,,,,,0.89,1,0,1
1398901348506,3,0.10896278,0.46309182,9.847511,,,,,,,,,,,,,,,,
1398901348611,,,,,0,10.0,,,,,,,,,,,,,,
1398901348506,,,,,,,2,51.059998,-38.219997,-18.119999,,,,,,,,,,
1398901348140,,,,,,,,,,,0,5.0,,,,,,,,
1398901348517,,,,,,,,,,,,,0,-0.016798794,0.0030543262,0.0018325958,,,,
1398901348611,,,,,,,,,,,,,,,,,0.89,1,0,1
1398901378311,3,0.12258313,0.50395286,9.765789,,,,,,,,,,,,,,,,
1398901378412,,,,,0,100.0,,,,,,,,,,,,,,
1398901378312,,,,,,,2,50.879997,-38.16,-18.119999,,,,,,,,,,
1398901378138,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901378413,,,,,,,,,,,,,,,,,0.89,1,0,1
1398901408554,3,0.095342435,0.47671217,9.833891,,,,,,,,,,,,,,,,
1398901408613,,,,,0,10.0,,,,,,,,,,,,,,
1398901408554,,,,,,,2,50.76,-38.28,-18.3,,,,,,,,,,
1398901408139,,,,,,,,,,,0,5.0,,,,,,,,
1398901408576,,,,,,,,,,,,,0,-0.004886922,0.002443461,0.0030543262,,,,
1398901408613,,,,,,,,,,,,,,,,,0.89,1,0,1
1398901438382,3,0.17706452,0.42223078,9.779409,,,,,,,,,,,,,,,,
1398901438414,,,,,0,100.0,,,,,,,,,,,,,,
1398901438383,,,,,,,2,50.76,-38.399998,-18.18,,,,,,,,,,
1398901438142,,,,,,,,,,,0,5.0,,,,,,,,
1398901438143,,,,,,,,,,,,,0,0.0,0.0,0.0,,,,
1398901438414,,,,,,,,,,,,,,,,,0.89,1,0,1
1398901468554,3,0.17706452,0.47671217,9.80665,,,,,,,,,,,,,,,,
1398901468612,,,,,0,10.0,,,,,,,,,,,,,,
1398901468554,,,,,,,2,50.82,-38.46,-18.3,,,,,,,,,,
1398901468138,,,,,,,,,,,0,5.0,,,,,,,,
1398901468574,,,,,,,,,,,,,0,-0.005192355,0.0036651916,-3.0543262E-4,,,,
1398901468612,,,,,,,,,,,,,,,,,0.9,1,0,1
1398901498381,3,0.12258313,0.4903325,9.765789,,,,,,,,,,,,,,,,
1398901498413,,,,,0,100.0,,,,,,,,,,,,,,
1398901498381,,,,,,,2,50.879997,-38.46,-18.42,,,,,,,,,,
1398901498141,,,,,,,,,,,0,5.0,,,,,,,,
1398901498142,,,,,,,,,,,,,0,0.0,0.0,0.0,,,,
1398901498414,,,,,,,,,,,,,,,,,0.9,1,0,1
1398901528382,3,0.13620348,0.46309182,9.738548,,,,,,,,,,,,,,,,
1398901528414,,,,,0,10.0,,,,,,,,,,,,,,
1398901528383,,,,,,,2,50.76,-38.579998,-18.6,,,,,,,,,,
1398901528142,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901528414,,,,,,,,,,,,,,,,,0.9,1,0,1
1398901558379,3,0.12258313,0.4903325,9.80665,,,,,,,,,,,,,,,,
1398901558413,,,,,0,10.0,,,,,,,,,,,,,,
1398901558380,,,,,,,2,50.76,-38.579998,-18.6,,,,,,,,,,
1398901558139,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901558413,,,,,,,,,,,,,,,,,0.9,1,0,1
1398901588365,3,0.13620348,0.47671217,9.80665,,,,,,,,,,,,,,,,
1398901588415,,,,,0,100.0,,,,,,,,,,,,,,
1398901588366,,,,,,,2,50.76,-38.7,-18.66,,,,,,,,,,
1398901588141,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901588415,,,,,,,,,,,,,,,,,0.9,1,0,1
1398901618387,3,0.17706452,0.44947147,9.847511,,,,,,,,,,,,,,,,
1398901618414,,,,,0,10.0,,,,,,,,,,,,,,
1398901618388,,,,,,,2,50.879997,-38.76,-18.84,,,,,,,,,,
1398901618140,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901618414,,,,,,,,,,,,,,,,,0.9,1,0,1
1398901648575,3,0.12258313,0.46309182,9.79303,,,,,,,,,,,,,,,,
1398901648613,,,,,0,10.0,,,,,,,,,,,,,,
1398901648576,,,,,,,2,51.0,-38.7,-18.84,,,,,,,,,,
1398901648141,,,,,,,,,,,0,5.0,,,,,,,,
1398901648564,,,,,,,,,,,,,0,-0.008857546,0.003970624,-0.09896017,,,,
1398901648613,,,,,,,,,,,,,,,,,0.91,1,0,1
1398901678386,3,0.14982383,0.40861043,9.79303,,,,,,,,,,,,,,,,
1398901678413,,,,,0,100.0,,,,,,,,,,,,,,
1398901678387,,,,,,,2,50.94,-38.76,-18.779999,,,,,,,,,,
1398901678141,,,,,,,,,,,0,5.0,,,,,,,,
1398901678142,,,,,,,,,,,,,0,0.0,0.0,0.0,,,,
1398901678413,,,,,,,,,,,,,,,,,0.91,1,0,1
1398901708383,3,0.14982383,0.44947147,9.833891,,,,,,,,,,,,,,,,
1398901708435,,,,,0,10.0,,,,,,,,,,,,,,
1398901708384,,,,,,,2,50.82,-38.7,-18.779999,,,,,,,,,,
1398901708168,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901708435,,,,,,,,,,,,,,,,,0.91,1,0,1
1398901738313,3,0.05448139,0.44947147,9.765789,,,,,,,,,,,,,,,,
1398901738415,,,,,0,10.0,,,,,,,,,,,,,,
1398901738313,,,,,,,2,50.76,-38.82,-18.96,,,,,,,,,,
1398901738143,,,,,,,,,,,0,5.0,,,,,,,,
1398901738144,,,,,,,,,,,,,0,0.0,0.0,0.0,,,,
1398901738415,,,,,,,,,,,,,,,,,0.91,1,0,1
1398901768307,3,0.12258313,0.42223078,9.847511,,,,,,,,,,,,,,,,
1398901768411,,,,,0,100.0,,,,,,,,,,,,,,
1398901768308,,,,,,,2,50.82,-38.879997,-19.14,,,,,,,,,,
1398901768139,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901768412,,,,,,,,,,,,,,,,,0.91,1,0,1
1398901798355,3,0.06810174,0.42223078,9.888372,,,,,,,,,,,,,,,,
1398901798412,,,,,0,10.0,,,,,,,,,,,,,,
1398901798356,,,,,,,2,50.76,-38.879997,-19.08,,,,,,,,,,
1398901798142,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901798412,,,,,,,,,,,,,,,,,0.92,1,0,1
1398901828507,3,0.10896278,0.43585113,9.874752,,,,,,,,,,,,,,,,
1398901828609,,,,,0,10.0,,,,,,,,,,,,,,
1398901828507,,,,,,,2,50.579998,-38.879997,-19.14,,,,,,,,,,
1398901828138,,,,,,,,,,,0,5.0,,,,,,,,
1398901828535,,,,,,,,,,,,,0,-0.0033597588,-0.002443461,0.002443461,,,,
1398901828609,,,,,,,,,,,,,,,,,0.92,1,0,1
1398901858355,3,0.12258313,0.44947147,9.847511,,,,,,,,,,,,,,,,
1398901858415,,,,,0,100.0,,,,,,,,,,,,,,
1398901858356,,,,,,,2,50.64,-38.82,-19.14,,,,,,,,,,
1398901858146,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901858415,,,,,,,,,,,,,,,,,0.92,1,0,1
1398901888914,3,0.12258313,0.40861043,9.752169,,,,,,,,,,,,,,,,
1398901889014,,,,,0,10.0,,,,,,,,,,,,,,
1398901888914,,,,,,,2,50.94,-38.579998,-18.96,,,,,,,,,,
1398901888143,,,,,,,,,,,0,5.0,,,,,,,,
1398901888955,,,,,,,,,,,,,0,3.0543262E-4,0.002443461,-0.005192355,,,,
1398901889014,,,,,,,,,,,,,,,,,0.92,1,0,1
1398901918356,3,0.095342435,0.44947147,9.888372,,,,,,,,,,,,,,,,
1398901918413,,,,,0,100.0,,,,,,,,,,,,,,
1398901918356,,,,,,,2,50.879997,-38.579998,-18.9,,,,,,,,,,
1398901918141,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901918413,,,,,,,,,,,,,,,,,0.92,1,0,1
1398901948511,3,0.095342435,0.42223078,9.861132,,,,,,,,,,,,,,,,
1398901948610,,,,,0,10.0,,,,,,,,,,,,,,
1398901948511,,,,,,,2,50.82,-38.52,-18.779999,,,,,,,,,,
1398901948140,,,,,,,,,,,0,5.0,,,,,,,,
1398901948545,,,,,,,,,,,,,0,-0.004581489,0.0018325958,-6.1086525E-4,,,,
1398901948610,,,,,,,,,,,,,,,,,0.92,1,0,1
1398901978311,3,0.095342435,0.47671217,9.752169,,,,,,,,,,,,,,,,
1398901978415,,,,,0,100.0,,,,,,,,,,,,,,
1398901978312,,,,,,,2,50.82,-38.579998,-18.6,,,,,,,,,,
1398901978144,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398901978416,,,,,,,,,,,,,,,,,0.92,1,0,1
1398902008514,3,0.08172209,0.44947147,9.80665,,,,,,,,,,,,,,,,
1398902008615,,,,,0,10.0,,,,,,,,,,,,,,
1398902008515,,,,,,,2,50.879997,-38.64,-18.66,,,,,,,,,,
1398902008143,,,,,,,,,,,0,5.0,,,,,,,,
1398902008541,,,,,,,,,,,,,0,-9.162979E-4,0.010079277,-9.162979E-4,,,,
1398902008615,,,,,,,,,,,,,,,,,0.93,1,0,1
1398902038307,3,0.08172209,0.44947147,9.80665,,,,,,,,,,,,,,,,
1398902038409,,,,,0,100.0,,,,,,,,,,,,,,
1398902038308,,,,,,,2,50.7,-38.52,-18.72,,,,,,,,,,
1398902038135,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902038409,,,,,,,,,,,,,,,,,0.93,1,0,1
1398902068540,3,0.05448139,0.42223078,9.874752,,,,,,,,,,,,,,,,
1398902068611,,,,,0,10.0,,,,,,,,,,,,,,
1398902068540,,,,,,,2,50.76,-38.579998,-18.42,,,,,,,,,,
1398902068139,,,,,,,,,,,0,5.0,,,,,,,,
1398902068555,,,,,,,,,,,,,0,-0.0061086523,0.0018325958,0.0018325958,,,,
1398902068612,,,,,,,,,,,,,,,,,0.93,1,0,1
1398902098348,3,0.095342435,0.47671217,9.80665,,,,,,,,,,,,,,,,
1398902098411,,,,,0,100.0,,,,,,,,,,,,,,
1398902098348,,,,,,,2,50.879997,-38.64,-18.6,,,,,,,,,,
1398902098137,,,,,,,,,,,0,5.0,,,,,,,,
1398902098138,,,,,,,,,,,,,0,0.0,0.0,0.0,,,,
1398902098412,,,,,,,,,,,,,,,,,0.93,1,0,1
1398902128562,3,0.095342435,0.40861043,9.833891,,,,,,,,,,,,,,,,
1398902128610,,,,,0,10.0,,,,,,,,,,,,,,
1398902128562,,,,,,,2,50.879997,-38.52,-18.48,,,,,,,,,,
1398902128138,,,,,,,,,,,0,5.0,,,,,,,,
1398902128550,,,,,,,,,,,,,0,-0.0033597588,0.009468411,-0.0018325958,,,,
1398902128610,,,,,,,,,,,,,,,,,0.93,1,0,1
1398902158358,3,0.10896278,0.42223078,9.833891,,,,,,,,,,,,,,,,
1398902158412,,,,,0,100.0,,,,,,,,,,,,,,
1398902158359,,,,,,,2,50.76,-38.579998,-18.359999,,,,,,,,,,
1398902158138,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902158413,,,,,,,,,,,,,,,,,0.93,1,0,1
1398902188540,3,0.095342435,0.43585113,9.80665,,,,,,,,,,,,,,,,
1398902188611,,,,,0,10.0,,,,,,,,,,,,,,
1398902188540,,,,,,,2,50.7,-38.7,-18.42,,,,,,,,,,
1398902188137,,,,,,,,,,,0,5.0,,,,,,,,
1398902188550,,,,,,,,,,,,,0,3.0543262E-4,0.01160644,0.0021380284,,,,
1398902188611,,,,,,,,,,,,,,,,,0.94,1,0,1
1398902218308,3,0.12258313,0.44947147,9.765789,,,,,,,,,,,,,,,,
1398902218413,,,,,0,100.0,,,,,,,,,,,,,,
1398902218308,,,,,,,2,50.94,-38.76,-18.3,,,,,,,,,,
1398902218139,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902218413,,,,,,,,,,,,,,,,,0.94,1,0,1
1398902248940,3,0.095342435,0.42223078,9.80665,,,,,,,,,,,,,,,,
1398902249014,,,,,0,10.0,,,,,,,,,,,,,,
1398902248940,,,,,,,2,50.94,-38.94,-18.3,,,,,,,,,,
1398902248142,,,,,,,,,,,0,5.0,,,,,,,,
1398902248964,,,,,,,,,,,,,0,0.0036651916,0.008857546,-0.0076358155,,,,
1398902249014,,,,,,,,,,,,,,,,,0.94,1,0,1
1398902278365,3,0.095342435,0.43585113,9.80665,,,,,,,,,,,,,,,,
1398902278414,,,,,0,100.0,,,,,,,,,,,,,,
1398902278365,,,,,,,2,50.94,-38.94,-18.24,,,,,,,,,,
1398902278140,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902278414,,,,,,,,,,,,,,,,,0.94,1,0,1
1398902308366,3,0.095342435,0.44947147,9.874752,,,,,,,,,,,,,,,,
1398902308608,,,,,0,10.0,,,,,,,,,,,,,,
1398902308366,,,,,,,2,51.0,-39.059998,-18.18,,,,,,,,,,
1398902308133,,,,,,,,,,,0,5.0,,,,,,,,
1398902308600,,,,,,,,,,,,,0,-0.0015271631,0.005192355,-3.0543262E-4,,,,
1398902308608,,,,,,,,,,,,,,,,,0.94,1,0,1
1398902338349,3,0.13620348,0.43585113,9.861132,,,,,,,,,,,,,,,,
1398902338412,,,,,0,100.0,,,,,,,,,,,,,,
1398902338350,,,,,,,2,51.18,-39.0,-18.119999,,,,,,,,,,
1398902338140,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902338412,,,,,,,,,,,,,,,,,0.94,1,0,1
1398902368555,3,0.10896278,0.44947147,9.79303,,,,,,,,,,,,,,,,
1398902368616,,,,,0,10.0,,,,,,,,,,,,,,
1398902368555,,,,,,,2,51.059998,-39.059998,-18.18,,,,,,,,,,
1398902368144,,,,,,,,,,,0,5.0,,,,,,,,
1398902368566,,,,,,,,,,,,,0,-0.008857546,3.0543262E-4,0.0027488936,,,,
1398902368616,,,,,,,,,,,,,,,,,0.94,1,0,1
1398902398323,3,0.10896278,0.3949901,9.847511,,,,,,,,,,,,,,,,
1398902398415,,,,,0,100.0,,,,,,,,,,,,,,
1398902398324,,,,,,,2,51.12,-38.94,-18.18,,,,,,,,,,
1398902398142,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902398415,,,,,,,,,,,,,,,,,0.95,1,0,1
1398902428559,3,0.10896278,0.42223078,9.738548,,,,,,,,,,,,,,,,
1398902428614,,,,,0,10.0,,,,,,,,,,,,,,
1398902428560,,,,,,,2,51.12,-39.0,-18.3,,,,,,,,,,
1398902428139,,,,,,,,,,,0,5.0,,,,,,,,
1398902428573,,,,,,,,,,,,,0,-0.0027488936,0.0070249503,0.003970624,,,,
1398902428614,,,,,,,,,,,,,,,,,0.95,1,0,1
1398902458353,3,0.08172209,0.42223078,9.80665,,,,,,,,,,,,,,,,
1398902458415,,,,,0,100.0,,,,,,,,,,,,,,
1398902458354,,,,,,,2,51.059998,-39.059998,-18.3,,,,,,,,,,
1398902458143,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902458415,,,,,,,,,,,,,,,,,0.95,1,0,1
1398902488582,3,0.095342435,0.46309182,9.80665,,,,,,,,,,,,,,,,
1398902488613,,,,,0,10.0,,,,,,,,,,,,,,
1398902488583,,,,,,,2,50.7,-39.0,-18.48,,,,,,,,,,
1398902488140,,,,,,,,,,,0,5.0,,,,,,,,
1398902488571,,,,,,,,,,,,,0,-0.0027488936,0.002443461,3.0543262E-4,,,,
1398902488614,,,,,,,,,,,,,,,,,0.95,1,0,1
1398902518314,3,0.10896278,0.42223078,9.80665,,,,,,,,,,,,,,,,
1398902518414,,,,,0,10.0,,,,,,,,,,,,,,
1398902518315,,,,,,,2,50.7,-39.059998,-18.48,,,,,,,,,,
1398902518141,,,,,,,,,,,0,5.0,,,,,,,,
1398902518142,,,,,,,,,,,,,0,0.0,0.0,0.0,,,,
1398902518414,,,,,,,,,,,,,,,,,0.95,1,0,1
1398902548389,3,0.08172209,0.40861043,9.80665,,,,,,,,,,,,,,,,
1398902548416,,,,,0,10.0,,,,,,,,,,,,,,
1398902548389,,,,,,,2,50.76,-38.82,-18.539999,,,,,,,,,,
1398902548144,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902548416,,,,,,,,,,,,,,,,,0.95,1,0,1
1398902578389,3,0.08172209,0.44947147,9.820271,,,,,,,,,,,,,,,,
1398902578444,,,,,0,100.0,,,,,,,,,,,,,,
1398902578389,,,,,,,2,50.7,-38.76,-18.48,,,,,,,,,,
1398902578172,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902578444,,,,,,,,,,,,,,,,,0.95,1,0,1
1398902608352,3,0.12258313,0.4903325,9.847511,,,,,,,,,,,,,,,,
1398902608414,,,,,0,10.0,,,,,,,,,,,,,,
1398902608352,,,,,,,2,50.7,-38.579998,-18.48,,,,,,,,,,
1398902608142,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902608414,,,,,,,,,,,,,,,,,0.95,1,0,1
1398902638356,3,0.08172209,0.44947147,9.724928,,,,,,,,,,,,,,,,
1398902638414,,,,,0,100.0,,,,,,,,,,,,,,
1398902638357,,,,,,,2,50.7,-38.76,-18.48,,,,,,,,,,
1398902638142,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902638414,,,,,,,,,,,,,,,,,0.95,1,0,1
1398902668510,3,0.095342435,0.38136974,9.80665,,,,,,,,,,,,,,,,
1398902668608,,,,,0,10.0,,,,,,,,,,,,,,
1398902668510,,,,,,,2,50.76,-38.46,-18.3,,,,,,,,,,
1398902668135,,,,,,,,,,,0,5.0,,,,,,,,
1398902668543,,,,,,,,,,,,,0,-0.005192355,-0.0015271631,-9.162979E-4,,,,
1398902668609,,,,,,,,,,,,,,,,,0.96,1,0,1
1398902699117,3,0.06810174,0.43585113,9.833891,,,,,,,,,,,,,,,,
1398902699218,,,,,0,10.0,,,,,,,,,,,,,,
1398902699117,,,,,,,2,51.059998,-38.34,-18.119999,,,,,,,,,,
1398902698147,,,,,,,,,,,0,5.0,,,,,,,,
1398902699162,,,,,,,,,,,,,0,0.003970624,0.007941248,-9.162979E-4,,,,
1398902699218,,,,,,,,,,,,,,,,,0.96,1,0,1
1398902728371,3,0.095342435,0.44947147,9.874752,,,,,,,,,,,,,,,,
1398902728412,,,,,0,10.0,,,,,,,,,,,,,,
1398902728371,,,,,,,2,51.0,-38.34,-18.0,,,,,,,,,,
1398902728140,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902728412,,,,,,,,,,,,,,,,,0.96,1,0,1
1398902758749,3,0.10896278,0.42223078,9.833891,,,,,,,,,,,,,,,,
1398902758810,,,,,0,10.0,,,,,,,,,,,,,,
1398902758749,,,,,,,2,51.12,-38.399998,-18.0,,,,,,,,,,
1398902758137,,,,,,,,,,,0,5.0,,,,,,,,
1398902758766,,,,,,,,,,,,,0,6.1086525E-4,0.006414085,-0.0036651916,,,,
1398902758811,,,,,,,,,,,,,,,,,0.96,1,0,1
1398902788490,3,0.095342435,0.42223078,9.79303,,,,,,,,,,,,,,,,
1398902788590,,,,,0,10.0,,,,,,,,,,,,,,
1398902788490,,,,,,,2,51.42,-38.399998,-18.0,,,,,,,,,,
1398902788101,,,,,,,,,,,0,5.0,,,,,,,,
1398902788479,,,,,,,,,,,,,0,-0.0018325958,0.005497787,0.0012217305,,,,
1398902788590,,,,,,,,,,,,,,,,,0.96,1,0,1
1398902820313,3,0.12258313,0.44947147,9.833891,,,,,,,,,,,,,,,,
1398902820412,,,,,0,10.0,,,,,,,,,,,,,,
1398902820314,,,,,,,2,51.36,-38.52,-18.06,,,,,,,,,,
1398902818138,,,,,,,,,,,0,5.0,,,,,,,,
1398902820437,,,,,,,,,,,,,0,-9.162979E-4,0.008246681,-0.0067195175,,,,
1398902820438,,,,,,,,,,,,,,,,,0.96,1,0,1
1398902820313,3,0.12258313,0.44947147,9.833891,,,,,,,,,,,,,,,,
1398902820412,,,,,0,10.0,,,,,,,,,,,,,,
1398902820314,,,,,,,2,51.36,-38.52,-18.06,,,,,,,,,,
1398902818138,,,,,,,,,,,0,5.0,,,,,,,,
1398902820437,,,,,,,,,,,,,0,-9.162979E-4,0.008246681,-0.0067195175,,,,
1398902820438,,,,,,,,,,,,,,,,,0.96,1,0,1
1398902848351,3,0.12258313,0.44947147,9.861132,,,,,,,,,,,,,,,,
1398902848412,,,,,0,10.0,,,,,,,,,,,,,,
1398902848352,,,,,,,2,51.3,-38.52,-18.119999,,,,,,,,,,
1398902848140,,,,,,,,,,,0,5.0,,,,,,,,
1398902848141,,,,,,,,,,,,,0,0.0,0.0,0.0,,,,
1398902848412,,,,,,,,,,,,,,,,,0.96,1,0,1
1398902878365,3,0.08172209,0.40861043,9.901993,,,,,,,,,,,,,,,,
1398902878413,,,,,0,100.0,,,,,,,,,,,,,,
1398902878365,,,,,,,2,51.18,-38.64,-18.119999,,,,,,,,,,
1398902878140,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902878413,,,,,,,,,,,,,,,,,0.96,1,0,1
1398902908312,3,0.12258313,0.44947147,9.833891,,,,,,,,,,,,,,,,
1398902908450,,,,,0,10.0,,,,,,,,,,,,,,
1398902908313,,,,,,,2,51.18,-38.64,-18.06,,,,,,,,,,
1398902908141,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902908450,,,,,,,,,,,,,,,,,0.96,1,0,1
1398902938709,3,0.095342435,0.40861043,9.847511,,,,,,,,,,,,,,,,
1398902938812,,,,,0,10.0,,,,,,,,,,,,,,
1398902938710,,,,,,,2,50.76,-39.0,-18.18,,,,,,,,,,
1398902938138,,,,,,,,,,,0,5.0,,,,,,,,
1398902938767,,,,,,,,,,,,,0,3.0543262E-4,0.0076358155,-0.0012217305,,,,
1398902938813,,,,,,,,,,,,,,,,,0.97,1,0,1
1398902968310,3,0.05448139,0.43585113,9.80665,,,,,,,,,,,,,,,,
1398902968411,,,,,0,100.0,,,,,,,,,,,,,,
1398902968310,,,,,,,2,50.879997,-39.239998,-18.24,,,,,,,,,,
1398902968138,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902968411,,,,,,,,,,,,,,,,,0.97,1,0,1
1398902998351,3,0.10896278,0.40861043,9.833891,,,,,,,,,,,,,,,,
1398902998412,,,,,0,10.0,,,,,,,,,,,,,,
1398902998351,,,,,,,2,51.0,-39.36,-18.3,,,,,,,,,,
1398902998139,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
1398902998412,,,,,,,,,,,,,,,,,0.97,1,0,1
1398903029929,3,0.12258313,0.43585113,9.861132,,,,,,,,,,,,,,,,
1398903030011,,,,,0,10.0,,,,,,,,,,,,,,
1398903029929,,,,,,,2,51.239998,-39.36,-18.24,,,,,,,,,,
1398903028140,,,,,,,,,,,0,5.0,,,,,,,,
1398903029917,,,,,,,,,,,,,0,0.004276057,0.004276057,-0.0012217305,,,,
1398903030012,,,,,,,,,,,,,,,,,0.97,1,0,1
1398903058356,3,0.10896278,0.46309182,9.80665,,,,,,,,,,,,,,,,
1398903058411,,,,,0,10.0,,,,,,,,,,,,,,
1398903058356,,,,,,,2,51.36,-39.239998,-18.359999,,,,,,,,,,
1398903058141,,,,,,,,,,,0,5.0,0,0.0,0.0,0.0,,,,
